OBJECTID,DAQ_ID,COMPANY,ADDRESS1,ADDRESS2,ADDRESS3,CITY,COUNTY,EASTING,NORTHING,YEAR,CARBON_MONOXIDE,OXIDES_NITROGEN,AMMONIA,PARTICULATE_MATTER_PM10,OXIDES_SULFUR,PM25,VOLATILE_ORGANIC_COMPOUNDS,x,y
131,10849,Utah Valley University- Orem Campus Engineering,800 West University Parkway,,,Orem,Utah,439299,4458907,2017,1.9,10.16,,0.57,,0.54,0.125,-12435948.46,4906487.811
132,13283,"Rocky Mountain Aggregate, LLC- Plymouth Aggregate Plant",20965 Old Hwy 13,,,Plymouth,Box Elder,403300,4639000,2017,1.2435,2.9116,,4.08383,,0.67091,0.1888,-12486233,5145566.603
133,13144,Temkin International Incorporated- Payson Printing Plant,213 South Temkin Way,,,Payson,Utah,435900,4432500,2017,0.603624,0.7186,0.0229952,0.0546136,,0.0546136,6.622523,-12440106.49,4871799.586
134,10928,Staker & Parson Companies- South Weber Operations,2585 E South Weber Dr,,,South Weber,Davis,423400,4553700,2017,1.11,1.26,,12.74,,2.33,0.14,-12458054.51,5031682.361
135,15701,Quality Crushing - Grantsville Sand & Gravel Pit,Mormon Trail Rd,,,Granstville,Tooele,374258,4485428,2017,34.28,32.77,,5.67,,3.03,1.28,-12521679.93,4940339.683
136,10875,Provo Steel and Supply- Safe Manufacturing Facility,1400 S State PO Box 977,,,Provo,Utah,445799,4451543,2017,0.2184,0.26,0.001274,0.07478016,,0.01976328,28.5543,-12427368.3,4896877.53
137,10726,"Morton Salt, Inc.- Salt Processing Plant",One Morton Lane,Near Exit 84 on I-80,,Grantsville,Tooele,371700,4507600,2017,8.0428,7.7652,,44.4634,,22.5607,0.6977,-12525541.87,4969561.942
138,12272,Granite Construction Company- West Haven Asphalt Plant,1600 South 1900 West,,,West Haven City,Weber,413878,4565704,2017,23.95,13.09,,9.39,,4.92,7.74,-12470869.3,5047532.847
139,12905,Granite Construction Company- Wells Sand & Gravel Pit,750 North State Route 89,,,Willard,Box Elder,414439,4585760,2017,1.91,5.37,,11.87,,1.95,0.5,-12470438.56,5074318.492
140,14008,Dematic- Automated Storage & Retrieval Machine Mfg,265 South 5200 West,,,Salt Lake City,Salt Lake,414768,4478723,2017,0.1157694,0.10459315,0.0032,0.01275083,,0.00775083,0.06891019,-12468361.83,4932254.358
141,11295,Salt Lake County- Salt Palace,100 South West Temple,,,Salt Lake City,Salt Lake,425000,4512000,2017,2.421,1.047,0.091,0.236,,0.236,0.167,-12455370.76,4976350.579
142,11794,Petersen Inc.- Steel Fabrication Plant,1527 North 2000 West,,,Ogden,Weber,414000,4571200,2017,1.34133,2.37806,0.04,0.11866334,,0.11810948,2.218072,-12470793.57,5054865.186
143,11966,Dragon ESP Ltd- Steel Plate Manufacturing Plant,700 South 550 East,P.O. Box 1447,,Provo,Utah,444741,4452753,2017,,,,0.40568,,0.404978,8.77,-12428763.86,4898456.611
144,12825,Utah Assoc. Municipal Power Systems-  Nebo (Payson) Power Plant,"Section 4, T9S,R2E","Between Sr 115, Bamberger Rd &",,Payson,Utah,437750,4434700,2017,12.64363842,20.91331097,,7.66645043,,2.01445043,3.09117284,-12437716.17,4874702.02
145,13315,Whitewater Whirlpool Baths & Systems- Cultured Marble & Fiberglass Casting,195 S Geneva Rd,,,Lindon,Utah,437264,4465079,2017,0.042,0.05,0.000245,0.0038,,0.0038,10.98275,-12438680.37,4914582.172
146,10481,Ceramatec Incorporated - Ceramics Manufacturing & Research Facility,2425 S 900 W,,,Salt Lake City,Salt Lake,422209,4507528,2017,2,,,,,,,-12458988.73,4970394.68
147,10556,Chevron Products Co - SLC Terminal- Salt Lake City Marketing Terminal,2350 N 1100 W,,,North Salt Lake,Davis,422270,4519770,2017,,,,,,,13.36,-12459078.25,4986603.795
148,14210,Newfield Production Company- Pleasant Valley Compressor Station,Remote location near,,,Myton,Duchesne,576957,4444381,2017,0.401,45.208,,0.058,,0.058,6.464,-12255887.95,4887217.794
149,10187,North Davis Cabinet Incorporated- Cabinet Manufacturing Facility,1651 S 300 W Antelope Dr,,,Clearfield,Davis,413330,4549570,2017,0.1638,0.195,0.0009555,0.61482,,0.01482,14.900725,-12471343.07,5026036.792
150,11462,Lisbon Valley Mining Company LLC- Lisbon Valley Open Pit Copper Mine,920 S. County Road #313,PO Box 248,,La Sal,San Juan,665000,4223000,2017,6.37,8.42,,60.34,,9.92,0.54,-12146868.15,4599192.51
151,13050,Universal Industrial Sales Incorporated- Galvanizing Facility,433 N 1030 W,,,Lindon,Utah,436900,4468400,2017,1.476,1.756,,0.7478,,0.5478,6.386,-12439193.91,4918948.06
152,14219,"Tamra Mining Company, LLC - Milford Copper Mine & Mill ",5000 North 5200 West,,,Milford,Beaver,316671,4258280,2017,9.49,31.12,,16.94,,2.83,1.85,-12590346.25,4643760.707
153,13083,"Dominion Energy Questar Pipeline, LLC- Thistle Creek Compression Station",Near Indianola,,,Utah County,Utah,460148,4407802,2017,0.4169,2.99018,,1.3076112,,1.3076112,2.8712267,-12408298.86,4839713.777
154,14078,"Picasso Shutters, Inc. Shutter Manufacturing Plant",75 Bowers Way,,,Salt Lake City,Salt Lake,424566,4508358,2017,0.073962,0.08805,0.0028176,0.0066918,,0.0066918,5.02484275,-12455894.84,4971525.599
155,10071,Jack B. Parsons Company- Smithfield Pit,6700 North Highway 91,,,Smithfield,Cache,431490,4633830,2017,3.08,0.63,,0.55,,0.53,1.51,-12448340.43,5139046.252
156,10580,Hallmark Cabinet Company- Wood Cabinet and Furniture Manufacturing Plant,4851 South Warehouse Road,,,Salt Lake City,Salt Lake,414550,4501730,2017,0.28615738,0.20152282,,0.08886558,,0.03592158,7.54841124,-12468994.08,4962616.279
157,12120,Ready Made Builders Supply- Ready Made Kitchens Doors & Trusses,5367 West 4700 South,,,West Valley City,Salt Lake,413000,4502100,2017,0.04630902,0.05668425,0.0016,2.00446556,,2.00444559,0.77077697,-12471040.7,4963081.594
158,12943,Intermountain Health Care- New McKay Dee Hospital in Ogden,4401 Harrison Blvd,,,Ogden,Weber,420160,4559483,2017,5.91,4.51,,0.54,,,0.88,-12462434.88,5039337.232
159,12104,Rocky Mountain Machine Shop Inc.- Salt Lake City Machine shop,1165 South Pioneer Road,,,Salt Lake City,Salt Lake,419135,4510702,2017,1.48,1.78,0.05,0.13,,0.13,0.16,-12463085.64,4974550.924
160,10320,Kern River Gas Transmission Company- Fillmore Compressor Station,5800 S 6770 W Hatton Road West,"Section 34&35,T22S,R6W",,Fillmore,Millard,369500,4300900,2017,9.15,47.27,0.00623,4.35,,4.35,2.21,-12523866.46,4699814.594
161,14032,Granite Mill & Fixture Company - Custom Millwork,2200 S Main St,,,Salt Lake City,Salt Lake,424667,4508280,2017,0.29705855,0.28397954,0.00134432,0.02116681,,0.02116681,11.55737086,-12455760.46,4971422.8
162,12188,Western Rock Products Corporation- Fort Pierce Pit,2 miles E of Bloominton exit,south of St. George exit  I-15,,St. George,Washington,274500,4102200,2017,8.62,1.9,,5.49,,2.23,2.11,-12638708.96,4444537.591
163,10452,Cottonwood Mill & Cabinet- Cabinet Manufacturing Facility,12757 S Minute Man Drive,,,Draper,Salt Lake,424679,4485798,2017,,,,1.23,,0.62,5.97,-12455444.81,4941723.012
164,14219,"Tamra Mining Company, LLC - Milford Copper Mine & Mill ",5000 North 5200 West,,,Milford,Beaver,316671,4258280,2018,4.75,15.56,,8.47,,1.42,0.93,-12590346.25,4643760.707
165,15512,Environmental Energy Innovations Myton Landfarm,SW-NE Sec 18 T4S R2W,,,Myton,Duchesne,572558,4443117,2018,2,4.7,,0.38,,0.38,317.985,-12261652.24,4885616.661
166,13347,Reynolds Sand & Gravel- Kamas Pit,3650 West Highway 248,,,Kamas,Summit,470290,4497840,2017,0.19478345,0.66873302,,0.02919944,,0.01866055,0.02444059,-12395571.18,4958045.592
167,12066,Hawley Rock Products - Crushing and Screening Operation,780 West 1400 South,,,Elsinore,Sevier,399710,4280510,2019,0.11,0.49,,0.347,,0.27,0.01,-12484792.6,4674154.866
168,15927,"TM Crushing, LLC Glenwood Gravel Pit",7148 S Bacchus Highway,,,West Jordan,Salt Lake,410326,4497732,2019,0.78773078,0.83820746,,9.8960545,,6.39227287,0.16048325,-12474492.4,4957267.354
169,10005,Kinder Morgan Altamont LLC: Altamont Main Gas Processing Plant,PO Box 587,,,Altamont,Duchesne,557129,4467475,2019,112.83,103.16,,10.94,,10.94,116.2,-12281570.31,4917793.589
170,14326,"Sawtooth Caverns, LLC Sawtooth NGL Storage Facility",9650 N 540 E,,,Delta,Millard,365044,4372053,2019,1.82,0.63,,2.41,,0.25,4,-12531159.37,4791744.671
171,15875,"Ames Construction, Inc.- Erda Aggregate Pit",500 Village Boulevard,,,Erda,Tooele,391334,4499034,2019,2.51,9.46,,11.61,,1.84,0.24,-12499508.97,4958652.376
172,15852,"Kilgore Contracting, LLC Benjamin Aggregate & Asphalt Plant",7200 S 5600 W,,,Benjamin,Utah,431360,4439030,2019,12.512289,5.357585,,9.228729,,4.115723,3.48475,-12446107.21,4880304.982
173,15512,Environmental Energy Innovations Myton Landfarm,SW-NE Sec 18 T4S R2W,,,Myton,Duchesne,572558,4443117,2019,0.00177,0.003068,,0.0001652,,0.0001652,218.0002048,-12261652.24,4885616.661
174,15965,"Maverick Crushing, LLC - Genola Aggregate Pit",450 E Highway 6,,,Genola,Utah,429678,4425342,2019,0.85,3.08,,3.87,,1.312,0.47,-12448138.41,4862355.603
175,14185,OWL SWD Operating LLC OWL Danish Flats SWD,2.5 miles North of Interstate 70,Exit 214,,Cisco,Grand,648198,4327028,2019,1.384,0.692,,0.01247,,0.005525,155.031982,-12165736.53,4733107.127
176,15731,"Wolverine Gas and Oil Company of Utah, LLC Covenant Field Production Facility",2080 S State Highway 24,,,Sigurd,Sevier,418226,4296256,2019,0.8,0.15,,2.41E-05,,2.41E-05,20.41,-12461310.45,4694675.326
177,10521,Qwest- Standby Diesel Emergency Generator,Salt Lake Main Central Office,70 South State Street,,Salt Lake City,Salt Lake,425573,4512557,2020,0.22882425,0.861456,,0.01542545,,0.0149678,0.02422845,-12454622.58,4977095.566
178,15512,Environmental Energy Innovations Myton Landfarm,SW-NE Sec 18 T4S R2W,,,Myton,Duchesne,572558,4443117,2020,0.00225,0.0039,,0.00021,,0.00021,125.0602448,-12261652.24,4885616.661
179,15731,"Wolverine Gas and Oil Company of Utah, LLC Covenant Field Production Facility",2080 S State Highway 24,,,Sigurd,Sevier,418226,4296256,2020,5.79055105,1.0734665,,5.562E-05,,5.562E-05,17.08717565,-12461310.45,4694675.326
180,13144,PPC Flexible Packaging - Payson Printing Plant,213 South Temkin Way,,,Payson,Utah,435900,4432500,2020,0.626724,0.7461,0.0238752,0.0567036,,0.0567036,6.4910355,-12440106.49,4871799.586
181,15981,"Amazon Services, Inc. - Salt Lake Digital Printing Facility",770 South Gladiola,Suite 500,,Salt Lake City,Salt Lake,417858,4511865,2020,1.0248,1.22,,0.09272,,0.09272,11.1862,-12464786.16,4976071.615
182,10420,Atlas Molded Products,111 W. Fireclay Ave.,,,Murray,Salt Lake,420650,4509950,2020,0.9248052,1.10649,0.0351696,0.0840558,,0.0840558,38.64062775,-12461077.73,4973577.409
183,11305,Brenntag Pacific Incorporated- Ogden Distribution Terminal,450 Exchange Road,,,Ogden,Weber,417300,4563800,2020,0.000143,0.0104,,0.7500256,,0.7500256,0.522402,-12466295.41,5045047.46
184,12871,Brown Brothers Construction- Gravel Crushing & Washing,~3/4 m NE of Loa by Hwy 72,,,Loa,Wayne,442600,4253900,2020,,1.65139763,,1.44909764,,,,-12429672.46,4640566.277
185,15716,City of Lehi Power Plant,1800 W Vialetto Way,,,Lehi,Utah,427027,4471699,2020,0.31534703,0.27652074,,0.15385605,,0.15385605,0.41591477,-12452179.17,4923173.029
186,10452,Cottonwood Mill & Cabinet- Cabinet Manufacturing Facility,12757 S Minute Man Drive,,,Draper,Salt Lake,424679,4485798,2020,,,,1.112,,0.556,3.96,-12455444.81,4941723.012
187,14032,Granite Mill & Fixture Company - Custom Millwork,2200 S Main St,,,Salt Lake City,Salt Lake,424667,4508280,2020,0.29705855,0.28397954,0.00134432,0.02116681,,0.02116681,11.55737086,-12455760.46,4971422.8
188,11992,"Haulmark Trailers of UT, Inc.",1741 W 2550 S,,,Ogden,Weber,414471,4563408,2020,2.81626811,2.18843943,,0.9003748,,0.9003748,16.41975432,-12470045.87,5044481.438
189,11644,"ICU Medical, Inc.- Salt Lake Medical Products Manufacturing",4455 Atherton Drive,,,Taylorsville,Salt Lake,422045,4503020,2020,1.12551848,1.429466,0.041888,0.3380332,,0.3380332,2.78176479,-12459142.88,4964430.562
190,10443,Maaco Auto Painting & Bodyworks- Sandy Automobile Body Repair and Painting Facility,8411 South State,,,Sandy,Salt Lake,424796,4494340,2020,,,,,,,0.783,-12455404.3,4952998.671
191,12740,Marko Foam Products- Packaging & Other Foam Products Manufacturing,2940 W 1100 S,,,Salt Lake City,Salt Lake,418540,4510760,2020,1.47160005,1.74726455,0.054496,0.13105209,,0.13105209,16.98109635,-12463870.9,4974619.06
192,15965,"Maverick Crushing, LLC - Genola Aggregate Pit",450 E Highway 6,,,Genola,Utah,429678,4425342,2020,,1,,1.6,,,,-12448138.41,4862355.603
193,14354,National Security Agency Utah Data Center,10427 N 11170 W,,,Lehi,Utah,420800,4475500,2020,8.2574675,3.83562,,0.3813525,0.07,0.3813525,1.6264225,-12460398.55,4928095.578
194,10187,North Davis Cabinet Incorporated- Cabinet Manufacturing Facility,1651 S 300 W Antelope Dr,,,Clearfield,Davis,413330,4549570,2020,0.1764,0.21,0.001029,0.61596,,0.01596,14.90155,-12471343.07,5026036.792
195,11598,Quality Steel Corporation- Fuel Storage Tank Manufacturing Plant,5520 West Old Bigham Highway,,,West Jordan,Salt Lake,413558,4491920,2020,0.53976349,0.70843778,0.0134424,1.3539011,,0.12904004,30.9237835,-12470150.37,4949642.515
196,12120,Ready Made Builders Supply- Ready Made Kitchens Doors & Trusses,5367 West 4700 South,,,West Valley City,Salt Lake,413000,4502100,2020,0.04630902,0.05668425,0.0016,2.00446556,,2.00444559,0.94432189,-12471040.7,4963081.594
197,14780,"Rocky Mountain Bread Company, Inc.- West Jordan Commercial Bakery",8556 S 2940 W,,,West Jordan,Salt Lake,418306,4494381,2020,1.56,1.84,,0.14,,0.14,27.15,-12463942.45,4952962.471
198,15851,Sharkol Inc. - Erda Pit,6000 North Droubay Road,,,Erda,Tooele,391905,4499663,2020,,,,1.15438306,,0.11782234,,-12498769.8,4959495.08
199,10681,SLC Pipeline LLC,22 miles south of Evanston on Yellow Creek Road,,,Summit County,Summit,495200,4545600,2020,,,,,,,7.906,-12362822.84,5021436.083
200,15936,Staker & Parson Companies - Spanish Valley Aggregate & HMA Facility,2 Miles South of Spanish Valley,on US Hwy 191,,San Juan County,San Juan,635955,4259082,2020,1.55565124,6.78829632,,1.45395616,,0.34739395,7.13769512,-12182976.67,4645993.171
201,10142,Stericycle Incorporated- BFI Medical Waste Incinerator,90 Foxboro Drive,,,North Salt Lake,Davis,420687,4521849,2020,0.67734786,11.35650137,0.034,0.20782686,,0.20782686,0.19756482,-12461197.24,4989336.7
202,14229,Sunroc Corporation- Winchester Cinder Pit,8 Miles North of St. George,on Highway 18,,Washington County,Washington,268800,4119200,2020,,,,0.86369817,,0.15313511,,-12646420.25,4465714.294
203,13276,US Synthetic - Synthetic Material Manufacturing,1260 S 1600 W,,,Orem,Utah,437490,4458350,2020,0.1246465,0.543912,,0.00909013,,0.00882044,0.01597741,-12438311.02,4905736.227
204,12825,Utah Assoc. Municipal Power Systems-  Nebo (Payson) Power Plant,"Section 4, T9S,R2E","Between Sr 115, Bamberger Rd &",,Payson,Utah,437750,4434700,2020,13.61880668,31.18730256,,8.62913692,,2.70613691,3.77956117,-12437716.17,4874702.02
205,15439,"Western Water Solutions, Inc. - Sand Pass Ranch Evaporation Facility",200 W 10000 S,,,Myton,Duchesne,585555,4445553,2020,0.033,0.059,,0.0024,,0.0024,0.5597764,-12244635.41,4888634.301
206,13315,Whitewater Whirlpool Baths & Systems- Cultured Marble & Fiberglass Casting,195 S Geneva Rd,,,Lindon,Utah,437264,4465079,2020,0.1302,0.155,0.0007595,0.01178,,0.01178,18.708525,-12438680.37,4914582.172
207,12152,A I B L Painting- Sand Blasting and Painting Operation,2050 South 7500 West,,,Magna,Salt Lake,410436,4508698,2020,0.03756393,0.05795619,,2.80380987,,1.2832864,0.75407911,-12474521.76,4971766.841
208,10154,Mission Support Inc. (MSI)- Paint Booth - Mission Support,Building Z-15 Freeport Center,,,Clearfield,Davis,414574,4549344,2020,,,,,,,1.227E-05,-12469690.92,5025755.59
209,10263,Mid-America Pipeline Company- Harley Dome Station,0.4 miles south of exit 227 of I-70 on Harley Dome Road,,,Harley Dome,Grand,661730,4337250,2020,0.07252,0.007105,,0.0001225,,0.0001225,6.5061445,-12148058.31,4745972.813
210,10257,Mid-America Pipeline Company- Thompson Site,Remote Location,,,Thompson,Grand,609900,4312400,2020,8.34E-06,4.18E-06,,3E-07,,3E-07,2.67920174,-12215274.18,4715037.225
211,14209,Ruby Pipeline LLC; Wildcat Hills Compressor Station,Remote location,,,Box Elder County,Box Elder,324728,4625346,2020,0.17064271,0.19804851,,0.0349796,,0.0349796,0.02131053,-12591171.99,5125187.226
212,12579,ConocoPhillips Company,Approximately 2 miles south of Helper,,,Helper,Carbon,506286,4385917,2020,0.39648,0.472,,0.035872,,,0.02596,-12348310.43,4811306.874
213,11674,Skywest Airlines- Aircraft Repair and Maintenance Operations Facility,AMF Box 22151,,,Salt Lake City,Salt Lake,416950,4516115,2020,0.00446174,0.0053116,0.00016997,0.00040368,,0.00040368,0.00242982,-12466046.28,4981685.273
214,13073,West Valley Sand & Gravel Incorporated,4800 S Highway 40,,,Heber City,Wasatch,468970,4477900,2019,4.43,13.5,,5.46,,,0.98,-12397199.72,4931724.735
215,15943,Pipe Ranch Inc. Sand & Gravel,18370 West 5000 South,,,Duchesne,Duchesne,556123,4453710,2019,7.61,0.75,,2.62,,0.37,0.36,-12283023.41,4899705.287
216,10677,Tesoro Logistics Northwest Pipeline LLC,Remote Location,,,Summit County,Summit,494201,4565561,2020,,,,,,,5.66,-12364167.4,5048018.081
217,15438,LaPoint Recycle and Storage - Produced Water Facility,P.O. Box 146,,,Lapoint,Uintah,607216,4473267,2020,0.0012,0.0035625,,0.0004125,,0.0004125,0.7053,-12215811.97,4924696.086
218,14203,"YESCO, LLC - Commercial Signage Manufacturing Plant",1605 S Gramercy Rd,,,Salt Lake City,Salt Lake,416239,4509924,2020,,,,0.01,,,0.35,-12466892.41,4973479.364
219,11462,Lisbon Valley Mining Company LLC- Lisbon Valley Open Pit Copper Mine,920 S. County Road #313,PO Box 248,,La Sal,San Juan,665000,4223000,2020,2.6946036,1.6023735,,0.24526125,,0.24526125,0.1765881,-12146868.15,4599192.51
220,12115,Albany Aerostructures Composites LLC,506 North Billy Mitchell Road,5995 West Amelia Earhart Drive,,Salt Lake City,Salt Lake,414460,4514800,2020,2.1879125,2.6796,0.08224,0.21901753,,0.2189593,10.9324325,-12469311.25,4979906.301
221,12596,Kern River Gas Transmission Company- Salt Lake City Compressor Station,5051 W 150 S,,,Salt Lake City,Salt Lake,414616,4512908,2020,8.04897314,23.48632276,0.00305312,3.2801845,,3.2801845,2.17115299,-12469076.39,4977403.314
222,11199,"Midwestern Fabricators, LLC- Fiberglass Manufacturing Plant",1235 South Pioneer Rd.,,,Salt Lake City,Salt Lake,419193,4510557,2020,0.227682,0.27105,0.00132815,0.0205998,,0.0205998,15.06985164,-12463007.36,4974359.412
223,12008,Strang Excavating Inc. - Bacchus Highway Pit,5612 South 8400 West (Bacchus Highway),,,Kearns,Salt Lake,408777,4500205,2020,0.87706718,2.101453,,0.28802425,,0.12895214,0.13611759,-12476570.77,4960510.059
224,10521,Qwest- Standby Diesel Emergency Generator,Salt Lake Main Central Office,70 South State Street,,Salt Lake City,Salt Lake,425573,4512557,2021,0.1921425,0.72336,,0.01295266,,0.01256838,0.0203445,-12454622.58,4977095.566
225,14920,Advance Storage Products - Salt Lake City Manufacturing Facility,939 S 700 W,,,Salt Lake City,Salt Lake,423150,4511256,2021,0.6426,0.765,0.02448,0.23094,,0.23094,22.922075,-12457800.01,4975340.696
226,15512,Environmental Energy Innovations Myton Landfarm,SW-NE Sec 18 T4S R2W,,,Myton,Duchesne,572558,4443117,2021,0.00225,0.0039,,0.00021,,0.00021,239.7202448,-12261652.24,4885616.661
227,14780,"United States Bakery, dba Franz Bakery",8556 S 2940 W,,,West Jordan,Salt Lake,418501,4494291,2021,1.59,1.88,,1.14,,1.14,27.13,-12463684.43,4952846.53
228,15981,"Amazon Services, Inc. - Salt Lake Digital Printing Facility",770 South Gladiola,Suite 500,,Salt Lake City,Salt Lake,417858,4511865,2021,1.15122,1.3705,,0.104158,,0.104158,10.0557775,-12464786.16,4976071.615
229,13144,PPC Flexible Packaging - Payson Printing Plant,213 South Temkin Way,,,Payson,Utah,435900,4432500,2021,0.5267514,0.627085,0.02006672,0.04765846,,0.04765846,5.88048967,-12440106.49,4871799.586
230,15438,LaPoint Recycle and Storage - Produced Water Facility,P.O. Box 146,,,Lapoint,Uintah,607216,4473267,2021,0.88,2.6125,,0.3025,,0.3025,0.969,-12215811.97,4924696.086
231,15716,City of Lehi Power Plant,1800 W Vialetto Way,,,Lehi,Utah,427027,4471699,2021,0.63887557,0.48423071,,0.31799112,,0.31799112,0.86297929,-12452179.17,4923173.029
232,16058,Apache Global Painting - Salt Lake City Facility,922 Pioneer Rd,,,Salt Lake City,Salt Lake,419117,4511349,2021,,,,0.013,,0.0013,0.0174,-12463118.68,4975406.97
233,11992,"Haulmark Trailers of UT, Inc.",1741 W 2550 S,,,Ogden,Weber,414471,4563408,2021,1.78898173,0.76513384,,0.76250821,,0.76250821,12.9765112,-12470045.87,5044481.438
